brand,model,GPRS,EDGE,announced,dimentions,weight_g,SIM,display_type,display_resolution,OS,CPU,Chipset,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,WLAN,GPS,NFC,radio,USB,sensors,battery,colors,approx_price_EUR,img_url,
vivo,Y67,Yes,Yes,2016 November,153.8 x 75.5 x 7.6 mm (6.06 x 2.97 x 0.30 in),154,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.5 inches (~71.8% screen-to-body ratio),Android 6.0 (Marshmallow),Octa-core 1.5 GHz Cortex-A53,Mediatek MT6750,Mali-T860MP2,microSD  up to 256 GB,32 GB,4 GB RAM,13 MP| f/2.2| autofocus| LED flash,16 MP| f/2.0| 1080p,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,Yes with A-GPS BDS,,FM radio,microUSB 2.0| USB On-The-Go,Fingerprint (front-mounted)| accelerometer| proximity| compass,Non-removable Li-Ion 3000 mAh battery,Gold| Pink Gold,270,http://cdn2.gsmarena.com/vv/bigpic/vivo-y67.jpg,
vivo,Xplay6,Yes,Yes,2016 November,153.8 x 73.6 x 8.4 mm (6.06 x 2.90 x 0.33 in),178,Dual SIM (Nano-SIM| dual stand-by),Super AMOLED capacitive touchscreen  16M colors,5.46 inches (~72.6% screen-to-body ratio),Android 6.0.1 (Marshmallow),Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),Qualcomm MSM8996 Snapdragon 820,Adreno 530,No,128 GB,6 GB RAM,Dual 12 MP| f/1.7 + 5 MP| OIS (4-axis)| phase detection autofocus| dual-LED (dual tone) flash,16 MP| f/2.0| 1.0 碌m pixel size| 1080p,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| WiFi Direct| hotspot,Yes with A-GPS,Yes,No,microUSB 2.0| USB On-The-Go,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Ion 4080 mAh battery,Gold| Rose Gold,700,http://cdn2.gsmarena.com/vv/bigpic/vivo-xplay6.jpg,
vivo,X9 Plus,Yes,Yes,2016 November,162 x 79 x 7.5 mm (6.38 x 3.11 x 0.30 in),199,Dual SIM (Nano-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.88 inches (~74.5% screen-to-body ratio),Android 6.0.1 (Marshmallow),Octa-core (4x1.95 GHz Cortex-A72 & 4x1.44 GHz Cortex-A53),Qualcomm MSM8976 Snapdragon 653,Adreno 510,No,64 GB,6 GB RAM,16 MP| f/2.0| phase detection autofocus| LED flash,"Dual 20 MP + 8 MP| f/2.0| 1/2.8"" sensor size| 1080p",Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| WiFi Direct| hotspot,Yes with A-GPS,,No,microUSB 2.0| USB Host,Fingerprint (front-mounted)| accelerometer| proximity| compass,Non-removable Li-Ion 4000 mAh battery,Gold| Rose Gold,580,http://cdn2.gsmarena.com/vv/bigpic/vivo-x9-plus.jpg,
vivo,X9,Yes,Yes,2016 November,152.6 x 74 x 7 mm (6.01 x 2.91 x 0.28 in),154,Dual SIM (Nano-SIM| dual stand-by),Super AMOLED capacitive touchscreen  16M colors,5.5 inches (~73.8% screen-to-body ratio),Android 6.0.1 (Marshmallow),Octa-core 2.0 GHz Cortex-A53,Qualcomm MSM8953 Snapdragon 625,Adreno 506,No,64/128 GB,4 GB RAM,16 MP| f/2.0| phase detection autofocus| LED flash,"Dual 20 MP + 8 MP| f/2.0| 1/2.8"" sensor size| 1080p",Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| WiFi Direct| hotspot,Yes with A-GPS,,No,microUSB 2.0| USB Host,Fingerprint (front-mounted)| accelerometer| proximity| compass,Non-removable Li-Ion 3050 mAh battery,Gold| Rose Gold,460,http://cdn2.gsmarena.com/vv/bigpic/vivo-x9-.jpg,
vivo,V5,Yes,Yes,2016 November,153.8 x 75.5 x 7.6 mm (6.06 x 2.97 x 0.30 in),154,Dual SIM (Micro-SIM/Nano-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.5 inches (~71.8% screen-to-body ratio),Android 6.0 (Marshmallow),Octa-core 1.5 GHz Cortex-A53,Mediatek MT6750,Mali-T860MP2,microSD  up to 256 GB (uses SIM 2 slot),32 GB,4 GB RAM,13 MP| phase detection autofocus| LED flash|,"20 MP| f/2.0| 1/2.8"" sensor size| 1080p",Yes,Yes,Wi-Fi 802.11 a/b/g/n| WiFi Direct| DLNA| hotspot,Yes with A-GPS,,FM radio,microUSB 2.0| USB On-The-Go,Fingerprint (front-mounted)| accelerometer| proximity| compass,Non-removable Li-Ion 3000 mAh battery,Gold| Gray,250,http://cdn2.gsmarena.com/vv/bigpic/vivo-v5.jpg,
vivo,X7 Plus,Yes,Yes,2016 June,158.9 x 78 x 7.5 mm (6.26 x 3.07 x 0.30 in),183.5,Dual SIM (Nano-SIM/ Micro-SIM| dual stand-by),Super AMOLED capacitive touchscreen  16M colors,5.7 inches (~72.3% screen-to-body ratio),Android 5.1 (Lollipop),Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),Qualcomm MSM8976 Snapdragon 652,Adreno 510,microSD  up to 256 GB (uses SIM 2 slot),64 GB,4 GB RAM,16 MP| f/2.0| phase detection autofocus| LED flash,16 MP| f/2.0| LED flash,Yes,Yes,Yes,Yes with A-GPS,,No,microUSB 2.0| USB Host,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Ion 4000 mAh battery,Gold| Rose Gold,680,http://cdn2.gsmarena.com/vv/bigpic/vivo-x7-plus.jpg,
vivo,X7,Yes,Yes,2016 June,147.3 x 71.3 x 7.2 mm (5.80 x 2.81 x 0.28 in),151,Dual SIM (Nano-SIM/ Micro-SIM| dual stand-by),Super AMOLED capacitive touchscreen  16M colors,5.2 inches (~71.0% screen-to-body ratio),Android 5.1 (Lollipop),Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),Qualcomm MSM8976 Snapdragon 652,Adreno 510,microSD  up to 256 GB (uses SIM 2 slot),64 GB,4 GB RAM,13 MP| f/2.2| phase detection autofocus| LED flash,16 MP| f/2.0| LED flash,Yes,Yes,Yes,Yes with A-GPS,,No,microUSB 2.0| USB Host,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Ion 3000 mAh battery,Gold| Rose Gold,640,http://cdn2.gsmarena.com/vv/bigpic/vivo-x7.jpg,
vivo,V3Max,Yes,Yes,2016 April,153.9 x 77.1 x 7.6 mm (6.06 x 3.04 x 0.30 in),168,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.5 inches (~70.3% screen-to-body ratio),Android 5.1 (Lollipop),Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),Qualcomm MSM8976 Snapdragon 652,Adreno 510,microSD  up to 256 GB (uses SIM 2 slot),32 GB,4 GB RAM,13 MP| phase detection autofocus| LED flash|,8 MP,Yes,Yes,Wi-Fi 802.11 a/b/g/n| hotspot,Yes with A-GPS GLONASS BDS,,FM radio,microUSB 2.0| USB Host,Fingerprint (rear-mounted)| accelerometer| gyro| proximity,Non-removable Li-Ion 3000 mAh battery,Gold,300,http://cdn2.gsmarena.com/vv/bigpic/vivo-v3.jpg,
vivo,V3,Yes,Yes,2016 April,143.6 x 71 x 7.5 mm (5.65 x 2.80 x 0.30 in),138,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~67.6% screen-to-body ratio),Android 5.1 (Lollipop),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Qualcomm MSM8939v2 Snapdragon 616,Adreno 405,microSD  up to 256 GB (dedicated slot),16/32 GB,3 GB RAM,13 MP| f/2.1| phase detection autofocus| LED flash,8 MP| f/2.3,Yes,Yes,Yes,Yes with A-GPS GLONASS BDS,,FM radio,microUSB 2.0| USB Host,Fingerprint (rear-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Ion 2550 mAh battery,Gold,260,http://cdn2.gsmarena.com/vv/bigpic/vivo-v3.jpg,
vivo,X6S Plus,Yes,Yes,2016 March,158.4 x 80.1 x 6.9 mm (6.24 x 3.15 x 0.27 in),172.5,Dual SIM,Super AMOLED capacitive touchscreen  16M colors,5.7 inches (~70.6% screen-to-body ratio),Android 5.1 (Lollipop),Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),Qualcomm MSM8976 Snapdragon 652,Adreno 510,microSD  up to 256 GB (uses SIM 2 slot),64 GB,4 GB RAM,16 MP| f/2.0| phase detection autofocus| LED flash,8 MP,Yes,Yes,Yes,Yes with A-GPS,,FM radio,microUSB 2.0| USB Host,Fingerprint (rear-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Ion 3000 mAh battery,Silver| Gold| Rose Gold,410,http://cdn2.gsmarena.com/vv/bigpic/vivo-x6s-plus.jpg,
vivo,X6S,Yes,Yes,2016 March,147.9 x 73.8 x 6.7 mm (5.82 x 2.91 x 0.26 in),140.5,Dual SIM (Nano-SIM/ Micro-SIM| dual stand-by),Super AMOLED capacitive touchscreen  16M colors,5.2 inches (~68.3% screen-to-body ratio),Android 5.1 (Lollipop),Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),Qualcomm MSM8976 Snapdragon 652,Adreno 510,microSD  up to 256 GB (uses SIM 2 slot),64 GB,4 GB RAM,13 MP| f/2.2| phase detection autofocus| LED flash,8 MP| f/2.4,Yes,Yes,Yes,Yes with A-GPS,,FM radio,microUSB 2.0| USB Host,Fingerprint (rear-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Ion 2400 mAh battery,Silver| Gold| Rose Gold,350,http://cdn2.gsmarena.com/vv/bigpic/vivo-x6-.jpg,
vivo,Xplay5 Elite,Yes,Yes,2016 March,153.5 x 76.2 x 7.6 mm (6.04 x 3.00 x 0.30 in),167.8,Dual SIM (Nano-SIM| dual stand-by),Super AMOLED capacitive touchscreen  16M colors,5.43 inches (~69.5% screen-to-body ratio),Android 6.0 (Marshmallow),Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),Qualcomm MSM8996 Snapdragon 820,Adreno 530,No,128 GB,6 GB RAM,16 MP| f/2.0| phase detection autofocus| dual-LED (dual tone) flash|,8 MP| f/2.4,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| WiFi Direct| hotspot,Yes with A-GPS,Yes,FM radio,microUSB 2.0| USB On-The-Go,Fingerprint (rear-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Ion 3600 mAh battery,Silver| Gold| Rose Gold,610,http://cdn2.gsmarena.com/vv/bigpic/vivo-xplay5-elite.jpg,
vivo,Xplay5,Yes,Yes,2016 March,153.5 x 76.2 x 7.6 mm (6.04 x 3.00 x 0.30 in),167.8,Dual SIM (Nano-SIM| dual stand-by),Super AMOLED capacitive touchscreen  16M colors,5.43 inches (~69.5% screen-to-body ratio),Android 5.1 (Lollipop),Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),Qualcomm MSM8976 Snapdragon 652,Adreno 510,No,128 GB,4 GB RAM,16 MP| f/2.0| phase detection autofocus| dual-LED (dual tone) flash,8 MP| f/2.4,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| WiFi Direct| hotspot,Yes with A-GPS,Yes,FM radio,microUSB 2.0| USB On-The-Go,Fingerprint (rear-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Ion 3600 mAh battery,Silver| Gold| Rose Gold,520,http://cdn2.gsmarena.com/vv/bigpic/vivo-xplay5.jpg,
vivo,Y51,Yes,Yes,2015 December,143.8 x 71.7 x 7.5 mm (5.66 x 2.82 x 0.30 in),157,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~66.8% screen-to-body ratio),Android 5.0.2 (Lollipop),Quad-core 1.2 GHz Cortex-A53,Qualcomm MSM8916 Snapdragon 410,Adreno 306,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,8 MP| autofocus| LED flash,5 MP,Yes,Yes,Yes,Yes with A-GPS GLONASS BDS,,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Non-removable Li-Ion 2350 mAh battery,White,130,http://cdn2.gsmarena.com/vv/bigpic/vivo-y51.jpg,
vivo,X6,Yes,Yes,2015 November,147.9 x 73.8 x 6.7 mm (5.82 x 2.91 x 0.26 in),135.5,Dual SIM (Nano-SIM/ Micro-SIM| dual stand-by),Super AMOLED capacitive touchscreen  16M colors,5.2 inches (~68.3% screen-to-body ratio),Android 5.1 (Lollipop),Octa-core 1.7 GHz Cortex-A53,Mediatek MT6752,Mali-T760MP2,microSD  up to 256 GB (uses SIM 2 slot),32 GB,4 GB RAM,13 MP| f/2.2| phase detection autofocus| LED flash,8 MP| f/2.4,Yes,Yes,Yes,Yes with A-GPS,,FM radio,microUSB 2.0| USB Host,Fingerprint (rear-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Ion 2400 mAh battery,Silver| Gold| Rose Gold,,http://cdn2.gsmarena.com/vv/bigpic/vivo-x6-.jpg,
vivo,X6Plus,Yes,Yes,2015 November,158.4 x 80 x 6.9 mm (6.24 x 3.15 x 0.27 in),171,Dual SIM (Nano-SIM/ Micro-SIM| dual stand-by),Super AMOLED capacitive touchscreen  16M colors,5.7 inches (~70.7% screen-to-body ratio),Android 5.1 (Lollipop),Octa-core 1.7 GHz Cortex-A53,Mediatek MT6752,Mali-T760MP2,microSD  up to 256 GB (uses SIM 2 slot),64 GB,4 GB RAM,13 MP| phase detection autofocus| LED flash,8 MP,Yes,Yes,Yes,Yes with A-GPS,,FM radio,microUSB 2.0| USB Host,Fingerprint (rear-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Ion 3000 mAh battery,Silver| Gold| Rose Gold,,http://cdn2.gsmarena.com/vv/bigpic/vivo-x6-.jpg,
vivo,Y15S,Yes,Yes,2015 August,131.4 x 66.2 x 9 mm (5.17 x 2.61 x 0.35 in),130,Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,4.5 inches (~64.1% screen-to-body ratio),Android 5.1 (Lollipop),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6580,Mali-400MP2,microSD  up to 256 GB (dedicated slot),8 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,Yes with A-GPS,,FM radio,microUSB 2.0 USB On-The-Go,Accelerometer| proximity| compass,Removable Li-Po 1900 mAh battery,White| Black,,http://cdn2.gsmarena.com/vv/bigpic/vivo-y15s.jpg,
vivo,V1,Yes,Yes,2015 July,143.3 x 71 x 6.8 mm (5.64 x 2.80 x 0.27 in),153,Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.0 inches (~67.7% screen-to-body ratio),Android 5.0 (Lollipop),Quad-core 1.2 GHz Cortex-A53,Qualcomm MSM8916 Snapdragon 410,Adreno 306,microSD  up to 256 GB (uses SIM 2 slot),16 GB,2 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 a/b/g/n| Wi-Fi Direct| hotspot,Yes with A-GPS,,FM radio,microUSB 2.0 USB On-The-Go,Accelerometer| proximity| compass,Non-removable Li-Po 2300 mAh battery,White/Gold,,http://cdn2.gsmarena.com/vv/bigpic/vivo-v1.jpg,
vivo,V1 Max,Yes,Yes,2015 August,154 x 77 x 6.8 mm (6.06 x 3.03 x 0.27 in),165,Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.5 inches (~70.3% screen-to-body ratio),Android 5.0 (Lollipop),Octa-core (4x1.4 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Qualcomm MSM8939 Snapdragon 615,Adreno 405,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 a/b/g/n| Wi-Fi Direct| hotspot,Yes with A-GPS,,FM radio,microUSB 2.0 USB On-The-Go,Accelerometer| proximity| compass,Non-removable Li-Po 2720 mAh battery,White,,http://cdn2.gsmarena.com/vv/bigpic/vivo-v1-max.jpg,
vivo,Y31,Yes,Yes,2015 September,137.2 x 68.8 x 8.4 mm (5.40 x 2.71 x 0.33 in),137,Dual SIM,IPS LCD capacitive touchscreen  16M colors,4.7 inches (~64.5% screen-to-body ratio),Android 5.1 (Lollipop),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6580,Mali-400MP2,microSD  up to 256 GB (dedicated slot),8 GB,1 GB RAM,8 MP| LED flash,2 MP,Yes,Yes,Yes,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Po 2100 mAh battery,White| Black,130,http://cdn2.gsmarena.com/vv/bigpic/vivo-y31.jpg,
vivo,Y35,Yes,Yes,2015 July,143.3 x 71 x 6.8 mm (5.64 x 2.80 x 0.27 in),153,Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.0 inches (~67.7% screen-to-body ratio),Android 5.0 (Lollipop),Quad-core 1.2 GHz Cortex-A53,Qualcomm MSM8916 Snapdragon 410,Adreno 306,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 a/b/g/n| Wi-Fi Direct| hotspot,Yes with A-GPS,,FM radio,microUSB 2.0 USB On-The-Go,Accelerometer| proximity| compass,Non-removable Li-Po 2300 mAh battery,White/Gold,,http://cdn2.gsmarena.com/vv/bigpic/vivo-y35.jpg,
vivo,Y37,Yes,Yes,2015 August,154 x 77 x 6.8 mm (6.06 x 3.03 x 0.27 in),165,Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.5 inches (~70.3% screen-to-body ratio),Android 5.0 (Lollipop),Octa-core (4x1.4 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Qualcomm MSM8939 Snapdragon 615,Adreno 405,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 a/b/g/n| Wi-Fi Direct| hotspot,Yes with A-GPS,,FM radio,microUSB 2.0 USB On-The-Go,Accelerometer| proximity| compass,Non-removable Li-Po 2720 mAh battery,White,,http://cdn2.gsmarena.com/vv/bigpic/vivo-y37.jpg,
vivo,X5Max Platinum Edition,Yes,Yes,2015 June,153.9 x 78 x 7.3 mm (6.06 x 3.07 x 0.29 in),194,Dual SIM (Nano-SIM/ Micro-SIM| dual stand-by),Super AMOLED capacitive touchscreen  16M colors,5.5 inches (~69.5% screen-to-body ratio),Android 4.4.4 (KitKat),Octa-core 1.7 GHz Cortex-A53,Mediatek MT6752,Mali-T760MP2,microSD  up to 256 GB (uses SIM 2 slot),32 GB,3 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| Wi-Fi Direct| hotspot,Yes with A-GPS,,To be confirmed,microUSB 2.0| USB Host,Accelerometer| gyro| proximity| compass,Non-removable Li-Po 4150 mAh battery,White,440,http://cdn2.gsmarena.com/vv/bigpic/vivo-x5-max-platinum-edition.jpg,
vivo,X5Pro,Yes,Yes,2015 May,147.9 x 73.5 x 6.4 mm (5.82 x 2.89 x 0.25 in),151,Dual SIM,Super AMOLED capacitive touchscreen  16M colors,5.2 inches (~68.6% screen-to-body ratio),Android 5.0 (Lollipop),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.1 GHz Cortex-A53),Qualcomm MSM8939 Snapdragon 615,Adreno 405,microSD  up to 256 GB (uses SIM 2 slot),16 GB,2 GB RAM,13 MP| f/2.0| phase detection autofocus| LED flash|,8 MP| f/2.4| 1080p,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,Yes with A-GPS GLONASS,,FM radio,microUSB 2.0| USB Host,Accelerometer| proximity,Non-removable Li-Po 2450 mAh battery,Black| White,,http://cdn2.gsmarena.com/vv/bigpic/vivo-x5-pro.jpg,
vivo,X5Max+,Yes,Yes,2015 March,153.9 x 78 x 5.1 mm (6.06 x 3.07 x 0.20 in),,Dual SIM (Nano-SIM/ Micro-SIM),Super AMOLED capacitive touchscreen  16M colors,5.5 inches (~69.5% screen-to-body ratio),Android 4.4.4 (KitKat),Octa-core 1.7 GHz Cortex-A53,Mediatek MT6752,Mali-T760MP2,microSD  up to 256 GB (uses SIM 2 slot),16 GB,2 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| Wi-Fi Direct| hotspot,Yes with A-GPS,,To be confirmed,microUSB 2.0| USB Host,Accelerometer| gyro| proximity| compass,Non-removable Li-Ion 2300 mAh battery,White,430,http://cdn2.gsmarena.com/vv/bigpic/vivo-max-plus.jpg,
vivo,X5Max,Yes,Yes,2014 December,153.9 x 78 x 5.1 mm (6.06 x 3.07 x 0.20 in),156,Dual SIM (Nano-SIM/ Micro-SIM),Super AMOLED capacitive touchscreen  16M colors,5.5 inches (~69.5% screen-to-body ratio),Android 4.4.4 (KitKat),Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Qualcomm MSM8939 Snapdragon 615,Adreno 405,microSD  up to 256 GB (uses SIM 2 slot),16 GB,2 GB RAM,13 MP| f/2.0| autofocus| LED flash|,5 MP| f/2.4,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| Wi-Fi Direct| hotspot,Yes with A-GPS,,No,microUSB 2.0| USB Host,Accelerometer| gyro| proximity| compass,Non-removable Li-Po 2300 mAh battery,White,470,http://cdn2.gsmarena.com/vv/bigpic/vivo-x5-max.jpg,
vivo,Y11,Yes,Yes,2014  Q4,123 x 62.5 x 8.8 mm (4.84 x 2.46 x 0.35 in),124,Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,4.0 inches (~59.2% screen-to-body ratio),Android 4.4.4 (KitKat),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582&#1052;,Mali-400MP2,microSD  up to 256 GB (dedicated slot),4 GB,512 MB RAM,5 MP| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,Yes with A-GPS,,FM radio,microUSB 2.0| USB Host,Accelerometer| proximity,Removable Li-Po 1700 mAh battery,White| Black,,http://cdn2.gsmarena.com/vv/bigpic/vivo-y11.jpg,
vivo,X5,Yes,Yes,2014,143.3 x 71.1 x 6.3 mm (5.64 x 2.80 x 0.25 in),141,Dual SIM ( X5v| X5s)/ Single SIM (X5L),IPS LCD capacitive touchscreen  16M colors,5.0 inches (~67.6% screen-to-body ratio),Android 4.4.2 (KitKat),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Qualcomm MSM8939 Snapdragon 615,Adreno 405,microSD  up to 256 GB (uses SIM 2 slot),16 GB,2 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| Wi-Fi Direct| hotspot,Yes with A-GPS,,To be confirmed,microUSB 2.0| USB Host,Accelerometer| gyro| proximity| compass,Non-removable Li-Ion 2250 mAh battery,White,,http://cdn2.gsmarena.com/vv/bigpic/vivo-x5v.jpg,
vivo,Xplay3S,Yes,Yes,2013,158.2 x 82.6 x 8.7 mm (6.23 x 3.25 x 0.34 in),174,Micro-SIM,IPS LCD capacitive touchscreen  16M colors,6.0 inches (~75.9% screen-to-body ratio),Android 4.3 (Jelly Bean),Quad-core 2.3 GHz Krait 400,Qualcomm Snapdragon 801,Adreno 330,No,32 GB,3 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| hotspot,Yes with A-GPS GLONASS BDS,,No,microUSB 2.0| USB Host,Accelerometer| gyro| proximity| compass,Non-removable Li-Po 3200 mAh battery,White,,http://cdn2.gsmarena.com/vv/bigpic/vivo-xplay-3s.jpg,
vivo,Xshot,Yes,Yes,2014,146.5 x 73.3 x 8 mm (5.77 x 2.89 x 0.31 in),148,Micro-SIM,IPS LCD capacitive touchscreen  16M colors,5.2 inches (~69.4% screen-to-body ratio),Android 4.3 (Jelly Bean),Quad-core 2.3 GHz Krait 400,Qualcomm MSM8974AA Snapdragon 801,Adreno 330,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM/ 32 GB| 3 GB RAM,13 MP| autofocus| OIS| dual-LED flash|,8 MP| LED flash,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,Yes with A-GPS GLONASS BDS,,No,microUSB 2.0| USB Host,Accelerometer| gyro| proximity| compass,Non-removable Li-Po 2600 mAh battery,White/Black,,http://cdn2.gsmarena.com/vv/bigpic/vivo-xshot.jpg,
vivo,X3S,Yes,Yes,2014,143.3 x 71 x 6 mm (5.64 x 2.80 x 0.24 in),150,Dual SIM (Micro-SIM/Nano-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.0 inches (~67.7% screen-to-body ratio),Android 4.2.2 (Jelly Bean),Octa-core 1.7 GHz Cortex-A7,Mediatek MT6592,Mali-450MP4,No,16 GB,1 GB RAM,13 MP| autofocus| LED flash,Yes,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| hotspot,Yes with A-GPS,,FM radio,microUSB 2.0| USB Host,Accelerometer| gyro| proximity| compass,Non-removable Li-Po 2000 mAh battery,White| Blue,,http://cdn2.gsmarena.com/vv/bigpic/vivo-x3s.jpg,
vivo,Y28,Yes,Yes,2014 December,137.4 x 68.6 x 9.8 mm (5.41 x 2.70 x 0.39 in),156,Micro-SIM,IPS LCD capacitive touchscreen  16M colors,4.7 inches (~68.1% screen-to-body ratio),Android 4.2.2 (Jelly Bean),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582,Mali-400MP2,microSD  up to 256 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Po 2100 mAh battery,White,100,http://cdn2.gsmarena.com/vv/bigpic/vivo-y28.jpg,
vivo,Y27,Yes,Yes,2014 December,136.9 x 68.1 x 7 mm (5.39 x 2.68 x 0.28 in),137,Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,4.7 inches (~65.3% screen-to-body ratio),Android 4.4.4 (KitKat),Quad-core 1.2 GHz Cortex-A53,Qualcomm MSM8916 Snapdragon 410,Adreno 306,microSD  up to 256 GB (dedicated slot),16 GB,1 GB RAM,8 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,Yes with A-GPS GLONASS BDS,,FM radio,microUSB 2.0,Accelerometer| gyro| proximity| compass,Non-removable Li-Po 2260 mAh battery,White,,http://cdn2.gsmarena.com/vv/bigpic/vivo-y27.jpg,
